trail_id,name,lat,lon
162707,Höhenweg Entlebuch Emmental - Etappe 4: Trubschachen – Grosshorben,46.921818,7.845591
162712,Höhenweg Entlebuch Emmental - Etappe 5: Grosshorben – Schangnau,46.864212,7.866896
114216,Dem Gäbelbach entlang zum Wohlensee,46.944237,7.3755
131147,Breitlauenen - Schynige Platte,46.659515,7.895454
658326,Durchs Jahr wandern - Edelweiss am Iffighorn,46.400131,7.44155
114254,Habkern die kleine Perle im Berner Oberland,46.727222,7.864743
316229,Gipfelwanderung zum Rauflihorn,46.56591,7.479245
99637,Auf die Bütschelegg,46.841408,7.47342
133077,Tschentenalp-Schermtanne-Adelboden,46.498909,7.54563
795214,Griesalp - Bundalp - Griesalp,46.547478,7.761699
