trail_id,name,lat,lon
48850,"Zum Hinterburgseeli, dem Naturwunder auf der Axalp",46.718933,8.037732
51212,Zu eiszeitlichen Riesen und zur Wohnstätte steinzeitlicher Menschen,47.187939,7.701375
870922,Gehrihorn,46.588749,7.651042
733527,Einzigartig: der neue Gäggersteg,46.733341,7.452745
133945,Schwander - Lebensweg,46.759216,8.056106
509375,Merängge-Cher im Kemmribodenbad,46.802498,7.935082
86143,Blueme – zum Aussichtsturm über dem Thunersee,46.750145,7.686468
99640,Rund ums Wiriehore,46.59985,7.535519
744919,Kanderfälle,46.476624,7.663647
316229,Gipfelwanderung zum Rauflihorn,46.56591,7.479245
658326,Durchs Jahr wandern - Edelweiss am Iffighorn,46.400131,7.44155
700232,Rundtour über den Rüwlispass - Hornberg ins Saanenland und retour,46.505466,7.40069
700226,St. Stephan - Rüwlispass - Gstaad - Saanenmöser - St. Stephan,46.505463,7.4007
752896,"Von Alpiglen via Eigertrail, Klettersteig Rotstock und Eigergletscher nach Kleine Scheidegg",46.599751,8.001408
717203,Boltigen - Feuersteini - Rossberg - Pfaffenried - Boltigen,46.627483,7.389884
101687,Auf den Jolimont zur Tüfelsburdi,47.027054,7.076566
52285,Reiche Vogelwelt und unberührte Flora,46.99313,7.14418
114250,Höhenwanderung über den Metschstand im Simmental,46.4533,7.470244
306681,Rundwanderung auf der Elsigenalp,46.522083,7.622509
823103,Saaner Fiirabe Rundi,46.488655,7.260128
289903,Schwingerweg Springenboden,46.621227,7.577894
162908,Schynige-Platte-Rundweg - Top Sicht auf das Dreigestirn,46.651928,7.910771
49274,Aus dem Diemtigtal zum Seebergsee,46.5984,7.502483
744917,Blausee,46.495216,7.671683
70029,Osterglocken am Chasseral,47.153267,7.177969
812686,Unterer Wasserfallrundwanderweg Engstligenalp,46.459003,7.566384
501843,Rund um Bönigen,46.688038,7.898305
224315,Walk to Lenk,46.493038,7.559211
131667,Gstaads 4 Finger Loop,46.475239,7.285006
49033,Kulturgeschichtliche Leckerbissen am Rugen,46.682198,7.851835
599069,Vogellisi Berglauf - Strecke,46.488693,7.559066
114222,Grenzerfahrung durch die Comb de Biaufonds,47.176441,6.905642
131655,Eggli Loop,46.475048,7.284474
131669,Tour de Gastlosen: Saanen - Mittelbergpass - Abländschen - Jaunpass - Zweisimmen - Saanen,46.48835,7.260307
100448,"Im Innereriz, abseits der grossen Touristenströme",46.785645,7.826004
812684,Engstligenalp – Dossenseeli – Engstligenalp (Seeli-Weg),46.449066,7.565344
48808,Bergsee-Paradies am Stockhorn,46.683945,7.542221
56959,Hügelpanorama oberhalb Trubschachen,46.92202,7.845793
51213,Auf Panoramawegen durchs Bipperamt,47.264057,7.64211
508332,I gloube i gange no meh a Louenesee,46.418674,7.32411
525056,"Swiss Trail Tour Lenk, Strecke Freitag, 2020",46.455456,7.443665
870878,Adelboden Dorf - Oey - Unter dem Birg,46.493176,7.560101
162712,Höhenweg Entlebuch Emmental - Etappe 5: Grosshorben – Schangnau,46.864212,7.866896
482336,"Swiss Trail Tour Lenk, Strecke Ultra, Sonntag 2019",46.455456,7.443613
482340,"Swiss Trail Tour Lenk, Strecke Ultra, Samstag 2019",46.455456,7.443626
50976,Rundwanderung Tellenburg Frutigen,46.588905,7.651083
97364,Über den Schnitzlerweg zum verträumten Hinterburgseeli,46.718708,8.037541
850700,GFW 48 - Botchenalp,46.730732,8.025953
199823,Course de la solidarité,47.099724,7.128476
698706,Kandersteg - Höh Biketour,46.495533,7.671859
131163,Interlaken - Ringgenberg - Roteflue - Harder Kulm,46.691395,7.870082
86037,"Auf dem Beatenberg, der Sonnenterrasse des Berner Oberlandes",46.703892,7.809684
48925,Aussichtsreiche Wege in der Adelbodner Bergwelt,46.493202,7.55967
348126,Lauenen – Lauenensee - Lauenen,46.422958,7.322763
49823,Emmental Literaturweg,46.879372,7.620708
65384,Rund um Rüschegg,46.808235,7.408639
891249,Blümlisalp-Lauf - Stecke,46.625645,7.690732
658328,Durchs Jahr wandern - Wiehnachtswäg Aeschi,46.650723,7.710411
82225,Bilderbuch-Jura zwischen Bellelay und Tramelan,47.26244,7.168105
131649,Panoramaroute: Gstaad - Gruben - Oberbort - Turbach - Gstaad,46.475082,7.28436
837028,Trailrunning Rund um Adelboden,46.492645,7.558969
295433,Diemtigtaler Hausweg «Mittleres Tal»,46.631969,7.560707
156751,Berner-Oberländer-Weg: Merligen - Amsoldingen (Original),46.696415,7.737233
51190,Über Juraweiden hart an der Sprachgrenze,47.188202,7.286867
159602,"Rund um den Thunersee, Merligen-Interlaken West",46.69656,7.737741
891220,GFW 15 - Rund ume Frienisberger,47.026432,7.338569
162740,Höhenweg Entlebuch Emmental - Etappe 3: Turner - Trubschachen,46.935223,7.914489
276223,Rund um den Moossee,47.015781,7.483925
508334,Ins urtümliche Gasteretal,46.457939,7.650267
348123,Meienberg – Rundwanderung Seebergsee - Meienberg,46.582542,7.423618
51189,Auf Spurensuche am Jäissberg,47.111572,7.300894
717235,Zweisimmen - Oey Diemtigen - Zwischenflüh - Seebergsee - Meieberg - Zweisimmen,46.553524,7.375805
698708,Gemmipass Biketour,46.457909,7.650412
564265,Der Aare und Murg entlang zu Kirchen und Schlösser,47.240868,7.769968
51349,Rund um den Etang de la Gruère,47.224419,7.083695
709665,Golitschenalp,46.495277,7.671415
114266,Über dem Thunersee schweben,46.65498,7.774905
277600,Alternative Bad Weather Walk: Kandersteg to Blausee,46.495384,7.671756
48767,Prachtswälder am Fusse des Gantrisch,46.781792,7.406568
795212,Griesalp - Gamchi - Gspaltenhornhütte,46.548359,7.762125
114258,Adelboden – wo das Vogellisi gelebt hat,46.493038,7.559477
174598,Wandern am Wasser - Lauenensee,46.4189,7.324184
133081,Adelboden - Hahnenmoos,46.492592,7.558757
133924,Grünenbergpass,46.713799,7.698332
172177,Hoch hinaus von Brienz bis auf die Axalp,46.754616,8.038
717229,Oberwil - Alp Morgete - Oberwil,46.656273,7.435526
211604,"Helsana Trail: Schönried - Bergmatte - Grossi Vorschess - Rellerli - Ritmal - Schönried, gelb",46.504662,7.287948
172140,Stockental Route,46.775288,7.571261
658323,Durchs Jahr wandern - Aprilglocken im Berner Jura,47.153324,7.178257
211600,"Helsana Trail: Schönried - Saanenmöser - Schönried, grün",46.503708,7.29188
354688,Horneggli - Hornberg - Horneggli (Blumenweg),46.493576,7.313622
707098,Rotengraben - Wintermatte - Heubergtal - Wintermatte - Rotengraben,46.47974,7.350671
76670,Durch die wilde Landschaft,46.365417,7.235549
131770,Königsrunde Nord,46.55378,7.375004
887205,Tour de France 2016 Teiletappe Gstaad-Emosson,46.475304,7.284036
133927,Blueme II,46.755272,7.629688
114202,Schüpberg - Vorgarten der Agglomeration,47.0214,7.451565
172139,Moränensee Route,46.775295,7.571261
707177,Schönried Ermitage Gruben Runde,46.503719,7.28806
698709,Allmenalp Biketour,46.495377,7.671803
50927,Bärlauchduft und Aarestrand,46.874043,7.559402
573694,Wässermatten zwischen Langenthal und Roggwil,47.21785,7.782608
698707,Blausee Biketour,46.495152,7.671244
114499,Fit mit Anspruch,46.35162,7.238036
315061,Interlaken Ost - Harder Kulm,46.690472,7.868505
309530,Kambly Entdeckerpfad in Trubschachen,46.920704,7.8496
114220,Zum Aussichtsturm auf dem Moron,47.23888,7.253844
131764,Strade Bianche di Simmental,46.504158,7.290903
50315,«Den Niesen geniesen»,46.675568,7.635553
82262,Wildhorn Tour - Tour du Wildhorn,46.399715,7.441134
368308,Wildbeobachtungs Wanderung,46.565914,7.479266
51391,Naturlandschaft vor den Toren der Stadt,47.280785,7.381049
277472,Basler Weg: Fraubrunnen - Bern (Variante A),47.085331,7.526547
114210,Über sieben Brücken im Kiesen- und Aaretal,46.819523,7.575754
83742,Mont Sujet,47.129326,7.237768
172154,Panoramatrail Faltschen,46.658516,7.696583
616521,Von Gurnigel Wasserscheide via Klettersteig Gantrisch nach Oberstocken,46.726196,7.441458
501844,Sytiberg Trail,46.687679,7.897241
100447,Zum Seebergsee: 100% Natur – 0% Hartbelag,46.582478,7.423663
65411,Moorweg Sparemoos,46.550877,7.33904
131758,Giro di Röstigrabe,46.474892,7.284342
247242,Cable car to Wispile. Walk to Lauenensee,46.439976,7.2924
275647,Geissewäg – die Wasen-Genusstour (Vorderarniwäg),47.043442,7.796923
133094,Gsürweg,46.498791,7.54558
744929,Port-Libige,46.495396,7.671601
114254,Habkern die kleine Perle im Berner Oberland,46.727222,7.864743
834956,Berschel Tour,46.48888,7.289116
51169,Durch Berns Kornkammer,47.086246,7.523001
316219,Rund um's Seehore,46.56591,7.479255
156907,Gantrisch/Freiburgweg: Amsoldingen - Romont,46.727348,7.57993
691501,Lenk - Iffigfall - Langermatte - Rezliberg - Simmenfälle - Lenk,46.457157,7.442757
812685,Oberer Wasserfall Engstligenalp,46.44939,7.565154
133079,Zu den Engstligen-Fällen,46.492592,7.558757
289486,Auf Frühlingswiesen zum idyllischen Gantrischseeli,46.718132,7.440773
678610,Freeride Tour Sunnbüel,46.45797,7.650421
908579,Familienweg über den Gäggersteg,46.743275,7.389438
48958,Durch die malerische Cholereschlucht,46.745773,7.644452
508315,In die Gysnauflüe,47.060448,7.621706
131149,Wilderswil - Breitlauenen,46.666149,7.869379
700217,Lenk - Gibel - Guggernäll - Abstecher zum Laubbärgli - Lenk,46.457947,7.443611
131614,Blumenweg Horneggli (Rundwanderung),46.493576,7.313622
100449,Auf den Napf – Rigi des Emmentals,46.965897,7.907801
211595,"Helsana Trail: Gstaad – Saanen - Gstaad, blau",46.487808,7.263376
131161,Harder Kulm Rundweg,46.698215,7.855074
114497,Fit mit Genuss,46.351585,7.238035
744928,Lötschberger-Nordrampe,46.47731,7.663785
66023,Erlebnisweg Grimmimutz  - Grimmialp,46.565914,7.479274
617761,Sieben Hengste,46.784054,7.826669
698705,Üschenen Biketour,46.495255,7.671762
296938,Der Ringweg am kleinen Rugen,46.681408,7.86133
133928,Blueme III,46.712788,7.701962
84519,"Auf den Bantiger, der Stadtnahe Aussichtsberg",46.974228,7.541353
616567,Von SAC Grubenberghütte via Pertet à Bovets nach Rougemont,46.549255,7.252117
225655,Walk to L'Etivaz,46.474495,7.285631
698704,Gasterntal Biketour,46.495178,7.671536
823060,E-Bike Tour entlang der Diemtigtaler Hauswege,46.660259,7.580146
850762,St. Stephan Loop,46.506313,7.403348
311562,Gantrisch-Fribourg-Weg: Rüeggisberg - Schwarzenburg,46.821411,7.438619
298943,Wildrosen Wanderung,46.598392,7.502433
131151,Wilderswil - Zweilütschinen,46.665192,7.868925
586723,Rundtour auf abenteuerlichen Wegen,46.704277,8.335683
78168,Bänkli-Rundweg Aeschi bei Spiez,46.658447,7.696419
595654,Schönried Ermitage Rellerli Panoramawanderung,46.504414,7.29079
50425,An stolzen Bauernsitzen vorüber durch den südlichen Oberaargau,47.091503,7.79153
691505,Lenk - Metsch - Metschmaad - Bühlberg - Lenk,46.457947,7.443611
744918,Höh,46.49559,7.671736
700218,Matten - Gfell - St. Stephan - Matten,46.496803,7.422069
131685,Via Alpina: Lenk - Gstaad,46.457142,7.443128
316230,Kinderwagenrundweg Grimmialp,46.565903,7.479002
836971,E-Bike Elsigen-Metsch,46.492641,7.558964
162940,Anspruchsvoller Genuss: Gipfeltour zum Trogenhorn,46.786087,7.82515
292891,Albert Schweitzer Weg,46.573452,7.487202
108674,Holz-Skulpturenweg - Frutigen,46.588734,7.651036
67238,Über den Napf zu den Änzilochmannen,46.994488,7.94178
57567,Durchs Waldland am Gurnigel,46.809315,7.477085
177067,Biel/Bienne - Ins,47.000175,7.099462
294660,Gstaad-Wasserngrat-Turnels-Gstaad (Nr. 25),46.473118,7.286346
616543,Von Axalp via Faulhorn nach Burglauenen,46.718887,8.037767
67762,"Rund um den Jolimont, den hübschen Hügel",47.04459,7.096955
619277,Fiiroberundi,46.949535,7.555158
895528,Lauterbrunnen - Schilthorn,46.596535,7.904356
131636,Chastalet-Rundweg,46.385338,7.267379
568353,Honegg inkl. Offroad,46.788254,7.778223
529960,Vom Brienzer Rothorn bis Interlaken,46.787476,8.039598
419178,Von Guttannen zum Triftgletscher,46.654671,8.289665
444085,Via Alpina 1 / GR5 - Von Chamonix durch die Schweiz nach Vorarlberg,45.893822,6.797883
479715,Zweisimmen-Leiterli-Betelberg-Lenk,46.507946,7.358317
597809,Einigen,46.710781,7.631428
698712,Alp Laueli,46.493328,7.56018
592483,Schönrieder Trainingsrunde,46.504192,7.289205
586307,WEN-WEX - Giessbach - Giessbachwasserfäll - Iseltwald,46.734631,8.01926
131607,Eggweid - Simmegrund - Zweisimmen,46.525806,7.363538
563504,Diemtigen-Latterbach-Erlenbach-Diemtigen,46.649788,7.569433
473731,Brienzer Rothorn,46.786243,8.045251
594408,WEN-DW - Axalp - Schnitzlerweg - Hinterburgseeli,46.718719,8.037451
870925,Lötschberg - Jura Etappe 1 Kandersteg - Frutigen - Reichenbach,46.49519,7.671415
528182,Jaunpass,46.59243,7.337961
575440,Durch das Lauterbrunnental,46.545403,7.901774
615550,Hotel Wetterhorn - Vitaparcour - Rundweg,46.632301,8.071476
156903,"JW für Radfahrer ""Luzernerweg"": Burgdorf - Tromwil (Rüeggisberg)",47.055904,7.627295
131304,Jerusalemweg: Amsoldingen - Interlaken,46.727238,7.579784
611000,nördlicher Oberaargau,47.254436,7.608627
274936,Trailrunning Eggli (Gstaad),46.471279,7.281794
511921,Schallenberg Rundtour,46.824482,7.801623
485966,Wasserscheide - Gantrisch Seeli,46.724941,7.443282
619585,Mountainbike Rundtour Altbüron,47.180992,7.87975
471070,Walk from Manor Farm campsite (Unterseen) to Interlaken,46.681847,7.81735
311557,Wandern auf der Grimmialp,46.557529,7.486442
685879,Anstieg Bachlitalhutte,46.590446,8.328766
441750,Um den Gelmersee zur Gelmerhütte,46.614437,8.320021
468862,Morgenberghorn,46.613781,7.782887
75548,Natura Trail Chasseral - 2,47.153473,7.178108
439557,"Daytrip Bundalp, Kiental to Obere Dünde, Griesalp, Bundalp",46.533447,7.768597
471359,Auf der HarderKulm,46.731426,7.915478
478945,Kandersteg nach Leukerbad,46.457428,7.649668
607631,Napf im Emmental,46.992943,7.941476
733532,Oeschiwald-Rundweg,46.495178,7.671536
610120,Schönried Ermitage Horeflue auf unbekannten Wegen,46.503551,7.287626
185709,Solothurn - Biel/Bienne,47.122585,7.234515
361155,Emmentaler Bauernlehrpfad Emmental,46.997013,7.710473
614058,Klusi - Wasserfall - Gaggi Säge,46.631283,8.053699
699632,Wunderbare Höhewanderung,46.547371,7.761412
613233,Bipper-Jura mit Aussicht,47.272594,7.659654
474967,"Auf den Napf ,Kurzstrecke",46.992725,7.941296
561474,Mettlen-Napf-Schindelegg,46.98941,7.93909
575552,Frutigen Übleberg,46.596153,7.647889
595655,Schönried - Feutersoey - Blattipass - Arnensee - Schönried,46.504414,7.29079
561387,Bergstation Nüegg,46.61359,7.549188
421194,Gstaad – Arnensee - Gstaad,46.474968,7.284451
69538,1x Meringue und zurück,46.993744,8.065164
63319,Weg der Pioniere,47.127213,7.045811
287887,GrimmialpBike,46.586491,7.495816
616971,Tour Chasseral,47.116215,7.140952
709461,Axalp - Tschingel- Axalphorn- Axalp,46.723881,8.036998
735243,Klettersteig Gantrisch,46.721546,7.445783
584818,Schwarzenburg - Riffenmatt,46.818745,7.341898
586143,Oberhalb Hasliberg Hohfluh Rundtour,46.752579,8.179246
75549,Natura Trail Chasseral - 1,47.117455,7.135556
691256,Anstieg Trifthutte von KWO-bahn,46.70414,8.335798
57157,Elebnisweg Bruchmandli - Jaunpass,46.591404,7.337232
588689,Hasliberg Tschorren Feldmoos Brünig,46.752453,8.179369
887156,Tour de France 2016 Teiletappe Bern-Gstaad,46.961369,7.465421
689628,Hangendgletcherhorn via Chammligrat,46.623703,8.216732
744925,Erholungsgebiet Oeschiwald,46.497097,7.682201
69540,E-Bike La Neuveville,47.061447,7.0933
573725,Baumrütibächli-Weg Oeschenbach,47.114414,7.752824
482331,"Swiss Trail Tour Lenk, Strecke Tour, Freitag 2019",46.45546,7.443666
289402,Skulpturenweg Krattigen,46.65733,7.735562
689626,Abstieg Bachlitalhutte,46.587585,8.282702
619582,Single Trail ab Herzogenbuchsee,47.189941,7.701976
463065,Wanderung an der Zulg,46.772419,7.606659
783969,Kleine Scheidegg - Eigergletscher - Alpiglen (37 Jungfrau Eiger Walk + 36 Eiger Trail),46.585049,7.961411
573723,Zulligenbächli-Spaziergang Oeschenbach,47.112312,7.752021
488618,Grindelwald-Berghütte Bäreck,46.623436,8.046508
442776,"Adelboden, Engstligen Alp and Engsligen Grat",46.459587,7.5644
69537,E-Bike-Parktour Diemtigtal,46.660023,7.578819
837826,Hasliberg,46.732998,8.208902
479258,Chummi - Rägeboldshore,46.450794,7.509771
573207,Niederönz - Oschwand - Gütsch - Niederönz,47.181881,7.683925
421193,Dörferweg: Zweisimmen - Grubenwald - Mannried - Schlatt - Zweisimmen,46.554005,7.374931
613212,östlicher Oberaargau,47.250729,7.766811
217460,Koboldenpfad Langenthal,47.21228,7.803351
185713,Ins - Estavayer-le-Lac,47.000557,7.099688
496422,Beyond Abendberg,46.687389,7.851831
795210,Tellenburg - Rundweg,46.58609,7.647714
692222,Abstieg Trifthutte,46.677834,8.376203
584084,Oberbalm-Bütschelegg-Riggisberg,46.872883,7.403986
707155,Schönried Ermitage Wittere Runde,46.5037,7.288005
705560,Magglingen-Twann,47.139263,7.21416
619583,Mountainbike Rundtour Hermiswil,47.152138,7.695945
69543,Mont Soleil Tour,47.255638,6.997542
472347,Murmeltierweg First - Grosse Scheidegg,46.661659,8.054002
50936,Chemin des traces de dinosaures - La Heutte,47.189526,7.225523
808143,"Lauterbrunnen, Mürren, Zwitserland",46.598793,7.907281
795315,Rundwanderweg Sillerenbühl,46.471886,7.518149
850701,GFW 36 - Schallenberg,46.852795,7.741301
418731,Rundwanderung im Fermeltal,46.517616,7.443218
595657,Chalberhöni - Gour de Comborsin - Wildebode - Chalberhöni,46.448299,7.239588
455696,Schönried - Gfell - Berschel - Haldis Bärgli - Schönried,46.503742,7.288064
870879,Unter dem Birg - Engstligenalp,46.45908,7.566512
416492,Auf dem Gantrisch-Rundweg,46.726223,7.441227
488514,Schwarzkopf - Krauchtal - Bantigen,46.977142,7.489935
848009,GFW 20 - Emmentaler Höger,46.832649,7.869396
54505,Diemtigtaler Hauswege - Vorderes Tal,46.660015,7.579017
456687,Rundweg Ralligholz,46.696537,7.737834
66079,Schleifenroute CH / Erlach - Biel / Wanderung 5,47.133385,7.242709
917442,Rundwanderung ab Aeschiried,46.644913,7.726689
421252,Grindelwald - Eiger Trail - view at the Glacier - Kleine Scheidegg,46.623833,8.035364
857036,Chienechrache,46.625336,7.690725
200919,"Lourdes Grotte Ramiswil, Solothurn",47.341328,7.701295
875915,Engstligenalp Rundwanderweg,46.449417,7.565338
781272,Rund ums Schwarzwasser,46.808147,7.393122
850689,GFW 46 - Eine Sichle und viel Käse,46.785793,7.825696
86219,Eulenweg Heiligenschwendi,46.750568,7.686137
463056,Tourenplanung am 19. August 2019,46.863415,7.736952
69501,Lehrpfad zum Chasseralgrat,47.133362,7.060827
780461,Runde mit Fernsicht ohne Massentourismus,46.648861,7.577941
757809,"Mürren-Grütschalp, Panorama + Mountain View trail, Zwitserland",46.562927,7.896408
573727,Hirsrüti-Rundwanderung Rohrbach,47.137131,7.813477
628671,Schönried - Wildeneggli - Bire - Plani - Schönried,46.503723,7.288065
840780,Les Savagnières,47.128841,7.011062
734920,"Gr.First-Hagelsee-Faulhorn-Bussalp, Zwitserland",46.660336,8.053858
887916,"190822 Brienzer Rothorn  1,2  km  + 125 m  -120 m",46.787117,8.044187
872794,Aare Thun-Bern,46.762028,7.618359
53377,Arnesee Rundweg (Waldlehrpfad),46.395256,7.219724
275645,Bänklirundgang 2 - Sumiswald,47.030949,7.759475
799947,Anspruchsvolle Gipfeltour,46.547222,7.761491
62404,Fünf Sterne Talwanderweg,46.568359,7.483179
456685,Rundweg Hüslimad,46.696541,7.737845
850696,GFW 41 - Kraftort Grimmiwasser,46.556892,7.487124
707639,"Sutz-Lattrigen - Biel - Twannberg, Schweiz",47.093285,7.21015
190774,dw Schynige Platte,46.652145,7.911111
761110,Biketour Jura/Mittelland by Private Selection Hotels & Tours,47.115707,7.867918
456688,Rundweg Fuchseren,46.696541,7.737846
850645,GFW 51 - Am Bantiger,46.956699,7.523713
850644,GFW 34 - Ums Bäderhore,46.591408,7.337281
108499,Naturerlebnispfad Grasburg - Schwarzenburg,46.825565,7.337545
378736,Schlusswanderung Berner Wanderwege,47.12981,7.55354
