trail_id,name,lat,lon
276168,Mittelpunkt Waadt,46.564793,6.691936
156775,Drei-Seen-Weg: Avenches - Payerne,46.880661,7.042317
108773,LEY-HDW - Chateau Chillon - Montreux,46.415043,6.92821
70042,Von der Videmanette ins Pays d'Enhaut,46.460018,7.205252
114360,Swiss fine wine trail - La Côte,46.493923,6.393186
950819,Rougemont – Haute Combe (2039 M.ü.M),46.489185,7.208804
162917,Pässewanderung im Grenzgebiet Bern - Waadt,46.353607,7.205531
1022712,LEY-HDW- Crettaz met buggy,46.354221,7.020972
508310,Über die Sprachgrenze ins Saanenland,46.488602,7.209076
58455,"Col de Voré – Bergseen, Alpen, Gletschersicht",46.3535,7.205329
296983,Von Vevey durch das Lavaux nach Lausanne,46.463383,6.842649
156804,Via Francigena: Lausanne - Vevey,46.522827,6.635526
853397,GFW 30 - Le Sentier du Sel,46.327332,7.023731
545709,Via Francigena: Variante Romainmôtier,46.730808,6.460436
348124,La Videmanette – Les Prax – Ruble – La Videmanette,46.460056,7.205294
156771,Via Francigena: Orbe - Lausanne,46.726402,6.532061
63184,Route Eclépens – Chavornay,46.65694,6.552239
114358,Swiss fine wine trail - Lavaux (UNESCO),46.488701,6.726873
335815,Via Francigena: AIVF Variante via Bex,46.296062,6.995557
112042,LEY-HDW - Prafandaz,46.354134,7.021279
112042,LEY-HDW - Prafandaz,46.354134,7.021279
83739,Wanderung Le Pont – Vallorbe,46.668747,6.324976
853397,GFW 30 - Le Sentier du Sel,46.327332,7.023731
494779,LEY-WIW- La Boule de Gomme,46.343845,7.013484
296983,Von Vevey durch das Lavaux nach Lausanne,46.463383,6.842649
335815,Via Francigena: AIVF Variante via Bex,46.296062,6.995557
156775,Drei-Seen-Weg: Avenches - Payerne,46.880661,7.042317
162917,Pässewanderung im Grenzgebiet Bern - Waadt,46.353607,7.205531
167065,LEY-WIW- Le Flot de Crête,46.354065,7.021117
276168,Mittelpunkt Waadt,46.564793,6.691936
156800,Via Francigena: Aigle - St-Maurice,46.317619,6.970111
494811,LEY-WIW-DW- Leysin-Aigle,46.354221,7.02104
58455,"Col de Voré – Bergseen, Alpen, Gletschersicht",46.3535,7.205329
131697,Col du Pillon - Lac Retaud - Arnensee - Feutersoey,46.353516,7.205048
156802,Via Francigena: Vevey - Aigle,46.462704,6.842252
1002834,Le Chenit – Col du Marchairuz – Le Chenit,46.624481,6.250556
63184,Route Eclépens – Chavornay,46.65694,6.552239
348124,La Videmanette – Les Prax – Ruble – La Videmanette,46.460056,7.205294
63840,Grosse Wanderroute - 3. Etappe,46.599846,6.376092
203852,Circuit gourmand pied du Jura,46.594284,6.378374
